9,9,9,9,9,9,9,9,9,9,10,11,11,11,9,9,9,9,9,9,9,9,9,9,24,11,11,11,9,9,9,9,9,9,9,9,9,9,24,11,11,11,9,9,9,9,9,9,9,9,9,9,24,11,11,11,9,9,9,9,9,9,9,9,9,9,24,11,11,11,9,9,9,9,9,9,9,9,9,9,9,24,11,11,11,9,9,9,9,9,9,9,9,9,9,9,24,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
10,10,10,10,10,10,10,10,10,10,10,11,12,12,10,10,10,10,10,10,10,10,10,10,10,25,12,12,10,10,10,10,10,10,10,10,10,10,10,25,12,12,10,10,10,10,10,10,10,10,10,10,10,25,12,12,10,10,10,10,10,10,10,10,10,10,10,25,12,12,10,10,10,10,10,10,10,10,10,10,10,10,25,12,12,10,10,10,10,10,10,10,10,10,10,10,10,25,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
11,11,11,11,11,11,11,11,11,11,11,11,12,13,11,11,11,11,11,11,11,11,11,11,11,11,26,13,11,11,11,11,11,11,11,11,11,11,11,11,26,13,11,11,11,11,11,11,11,11,11,11,11,11,26,13,11,11,11,11,11,11,11,11,11,11,11,11,26,13,11,11,11,11,11,11,11,11,11,11,11,11,11,26,13,11,11,11,11,11,11,11,11,11,11,11,11,11,26,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,27,12,12,12,12,12,12,12,12,12,12,12,12,12,27,12,12,12,12,12,12,12,12,12,12,12,12,12,27,12,12,12,12,12,12,12,12,12,12,12,12,12,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
0,0,0,0,0,0,0,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,28,15,15,15,15,15,15,15,15,15,15,15,15,15,28,15,15,15,15,15,15,15,15,15,15,15,15,15,28,15,15,15,15,15,15,15,15,15,15,15,15,15,28,15,15,15,15,15,15,15,15,15,15,15,15,15,15,28,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1,1,1,1,1,1,1,16,16,16,16,16,16,16,14,15,16,16,16,16,16,16,16,16,16,16,16,16,14,29,16,16,16,16,16,16,16,16,16,16,16,16,14,29,16,16,16,16,16,16,16,16,16,16,16,16,14,29,16,16,16,16,16,16,16,16,16,16,16,16,14,29,16,16,16,16,16,16,16,16,16,16,16,16,16,14,29,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2,2,2,2,2,2,2,17,17,17,17,17,17,17,15,15,16,17,17,17,17,17,17,17,17,17,17,17,15,15,30,17,17,17,17,17,17,17,17,17,17,17,15,15,30,17,17,17,17,17,17,17,17,17,17,17,15,15,30,17,17,17,17,17,17,17,17,17,17,17,15,15,30,17,17,17,17,17,17,17,17,17,17,17,17,15,15,30,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
3,3,3,3,3,3,3,18,18,18,18,18,18,18,16,16,16,17,18,18,18,18,18,18,18,18,18,18,16,16,16,31,18,18,18,18,18,18,18,18,18,18,16,16,16,31,18,18,18,18,18,18,18,18,18,18,16,16,16,31,18,18,18,18,18,18,18,18,18,18,16,16,16,31,18,18,18,18,18,18,18,18,18,18,18,16,16,16,31,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
4,4,4,4,4,4,4,19,19,19,19,19,19,19,17,17,17,17,18,19,19,19,19,19,19,19,19,19,17,17,17,17,32,19,19,19,19,19,19,19,19,19,17,17,17,17,32,19,19,19,19,19,19,19,19,19,17,17,17,17,32,19,19,19,19,19,19,19,19,19,17,17,17,17,32,19,19,19,19,19,19,19,19,19,19,17,17,17,17,32,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
5,5,5,5,5,5,5,20,20,20,20,20,20,20,18,18,18,18,18,19,20,20,20,20,20,20,20,20,18,18,18,18,18,33,20,20,20,20,20,20,20,20,18,18,18,18,18,33,20,20,20,20,20,20,20,20,18,18,18,18,18,33,20,20,20,20,20,20,20,20,18,18,18,18,18,33,20,20,20,20,20,20,20,20,20,18,18,18,18,18,33,20,20,20,20,20,20,20,20,20,33,20,20,20,20,33,33,33,33,33,33,20,20,20,20,20,20,20,20,20,33,33,33,33,33,33,20,20,20,20,20,20,20,20,20,33,33,33,33,33,33,20,20,20,20,20,20,20,20,33,33,33,33,33,33,20,20,20,20,20,20,20,20,33,33,33,33,33,33,20,20,20,20,20,20,20,20,33,33,33,33,33,33,20,20,20,20,20,20,20,20,33,33,33,33,33,33,20,20,20,20,20,20,20,20
6,6,6,6,6,6,6,34,34,34,34,34,34,34,19,19,19,19,19,19,20,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,34,19,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34,19,19,19,19,19,19,34,34,34,34,34,34,34,34
35,35,35,35,35,35,35,7,7,7,7,7,7,7,35,35,35,35,35,35,35,21,22,22,22,22,22,22,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,22,35,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,35,35,35,35,22,22,22,22,22,22,35,35,35,35,35,35,35,35,22,22,22,22,22,22
21,21,21,21,21,21,21,8,8,8,8,8,8,8,21,21,21,21,21,21,21,21,22,23,23,23,23,23,21,21,21,21,21,21,21,21,36,23,23,23,23,23,21,21,21,21,21,21,21,21,36,23,23,23,23,23,21,21,21,21,21,21,21,21,36,23,23,23,23,23,21,21,21,21,21,21,21,21,21,36,23,23,23,23,23,21,21,21,21,21,21,21,21,21,36,23,23,23,23,23,21,21,21,21,36,21,21,21,21,21,21,21,21,21,36,36,36,36,36,36,21,21,21,21,21,21,21,21,21,36,36,36,36,36,36,21,21,21,21,21,21,21,21,36,36,36,36,36,36,21,21,21,21,21,21,21,21,36,36,36,36,36,36,21,21,21,21,21,21,21,21,36,36,36,36,36,36,21,21,21,21,21,21,21,21,36,36,36,36,36,36,21,21,21,21,21,21,21,21,36,36,36,36,36,36
22,22,22,22,22,22,22,9,9,9,9,9,9,9,22,22,22,22,22,22,22,22,22,23,24,24,24,24,22,22,22,22,22,22,22,22,22,37,24,24,24,24,22,22,22,22,22,22,22,22,22,37,24,24,24,24,22,22,22,22,22,22,22,22,22,37,24,24,24,24,22,22,22,22,22,22,22,22,22,22,37,24,24,24,24,22,22,22,22,22,22,22,22,22,22,37,24,24,24,24,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
23,23,23,23,23,23,23,10,10,10,10,10,10,10,23,23,23,23,23,23,23,23,23,23,24,25,25,25,23,23,23,23,23,23,23,23,23,23,38,25,25,25,23,23,23,23,23,23,23,23,23,23,38,25,25,25,23,23,23,23,23,23,23,23,23,23,38,25,25,25,23,23,23,23,23,23,23,23,23,23,23,38,25,25,25,23,23,23,23,23,23,23,23,23,23,23,38,25,25,25,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
24,24,24,24,24,24,24,11,11,11,11,11,11,11,24,24,24,24,24,24,24,24,24,24,24,25,26,26,24,24,24,24,24,24,24,24,24,24,24,39,26,26,24,24,24,24,24,24,24,24,24,24,24,39,26,26,24,24,24,24,24,24,24,24,24,24,24,39,26,26,24,24,24,24,24,24,24,24,24,24,24,24,39,26,26,24,24,24,24,24,24,24,24,24,24,24,24,39,26,26,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
25,25,25,25,25,25,25,12,12,12,12,12,12,12,25,25,25,25,25,25,25,25,25,25,25,25,26,27,25,25,25,25,25,25,25,25,25,25,25,25,40,27,25,25,25,25,25,25,25,25,25,25,25,25,40,27,25,25,25,25,25,25,25,25,25,25,25,25,40,27,25,25,25,25,25,25,25,25,25,25,25,25,25,40,27,25,25,25,25,25,25,25,25,25,25,25,25,25,40,27,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
26,26,26,26,26,26,26,13,13,13,13,13,13,13,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,41,26,26,26,26,26,26,26,26,26,26,26,26,26,41,26,26,26,26,26,26,26,26,26,26,26,26,26,41,26,26,26,26,26,26,26,26,26,26,26,26,26,26,41,26,26,26,26,26,26,26,26,26,26,26,26,26,26,41,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
14,14,14,14,14,14,14,29,29,29,29,29,29,29,14,14,14,14,14,14,14,29,29,29,29,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,42,29,29,29,29,29,29,29,29,29,29,29,29,29,42,29,29,29,29,29,29,29,29,29,29,29,29,29,42,29,29,29,29,29,29,29,29,29,29,29,29,29,29,42,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
15,15,15,15,15,15,15,30,30,30,30,30,30,30,15,15,15,15,15,15,15,30,30,30,30,30,30,30,28,29,30,30,30,30,30,30,30,30,30,30,30,30,28,43,30,30,30,30,30,30,30,30,30,30,30,30,28,43,30,30,30,30,30,30,30,30,30,30,30,30,28,43,30,30,30,30,30,30,30,30,30,30,30,30,30,28,43,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
16,16,16,16,16,16,16,31,31,31,31,31,31,31,16,16,16,16,16,16,16,31,31,31,31,31,31,31,29,29,30,31,31,31,31,31,31,31,31,31,31,31,29,29,44,31,31,31,31,31,31,31,31,31,31,31,29,29,44,31,31,31,31,31,31,31,31,31,31,31,29,29,44,31,31,31,31,31,31,31,31,31,31,31,31,29,29,44,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
17,17,17,17,17,17,17,32,32,32,32,32,32,32,17,17,17,17,17,17,17,32,32,32,32,32,32,32,30,30,30,31,32,32,32,32,32,32,32,32,32,32,30,30,30,45,32,32,32,32,32,32,32,32,32,32,30,30,30,45,32,32,32,32,32,32,32,32,32,32,30,30,30,45,32,32,32,32,32,32,32,32,32,32,32,30,30,30,45,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
18,18,18,18,18,18,18,33,33,33,33,33,33,33,18,18,18,18,18,18,18,33,33,33,33,33,33,33,31,31,31,31,32,33,33,33,33,33,33,33,33,33,31,31,31,31,46,33,33,33,33,33,33,33,33,33,31,31,31,31,46,33,33,33,33,33,33,33,33,33,31,31,31,31,46,33,33,33,33,33,33,33,33,33,33,31,31,31,31,46,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
19,19,19,19,19,19,19,34,34,34,34,34,34,34,19,19,19,19,19,19,19,34,34,34,34,34,34,34,32,32,32,32,32,33,34,34,34,34,34,34,34,34,32,32,32,32,32,47,34,34,34,34,34,34,34,34,32,32,32,32,32,47,34,34,34,34,34,34,34,34,32,32,32,32,32,47,34,34,34,34,34,34,34,34,34,32,32,32,32,32,47,34,34,34,34,34,34,34,34,34,47,34,34,34,34,47,47,47,47,47,47,34,34,34,34,34,34,34,34,34,47,47,47,47,47,47,34,34,34,34,34,34,34,34,34,47,47,47,47,47,47,34,34,34,34,34,34,34,34,47,47,47,47,47,47,34,34,34,34,34,34,34,34,47,47,47,47,47,47,34,34,34,34,34,34,34,34,47,47,47,47,47,47,34,34,34,34,34,34,34,34,47,47,47,47,47,47,34,34,34,34,34,34,34,34
